t1,T1,t2,T2
2607.003142,475.0465042,2607.003142,478.95371
2607.004708,475.0464649,2607.004708,478.9537288
2607.006281,475.0464255,2607.006281,478.9537476
2607.007848,475.0463863,2607.007848,478.9537665
2607.009409,475.0463472,2607.009409,478.9537852
2607.010973,475.0463081,2607.010973,478.953804
2607.012533,475.0462691,2607.012533,478.9538227
2607.014099,475.04623,2607.014099,478.9538415
2607.015663,475.046191,2607.015663,478.9538603
2607.017233,475.0461518,2607.017233,478.9538791
2607.018805,475.0461126,2607.018805,478.953898
2607.020363,475.0460738,2607.020363,478.9539167
2607.021932,475.0460347,2607.021932,478.9539356
2607.023489,475.045996,2607.023489,478.9539542
2607.025055,475.045957,2607.025055,478.9539731
2607.026622,475.0459181,2607.026622,478.9539919
2607.028188,475.0458792,2607.028188,478.9540107
2607.029754,475.0458403,2607.029754,478.9540295
2607.031321,475.0458014,2607.031321,478.9540483
2607.032887,475.0457626,2607.032887,478.9540671
2607.034455,475.0457237,2607.034455,478.9540859
2607.036019,475.0456849,2607.036019,478.9541047
2607.037582,475.0456462,2607.037582,478.9541235
2607.039139,475.0456077,2607.039139,478.9541421
2607.040698,475.0455691,2607.040698,478.9541609
2607.042261,475.0455304,2607.042261,478.9541796
2607.04382,475.0454919,2607.04382,478.9541984
2607.045386,475.0454532,2607.045386,478.9542172
2607.046949,475.0454146,2607.046949,478.9542359
2607.04851,475.0453761,2607.04851,478.9542547
2607.050077,475.0453374,2607.050077,478.9542735
2607.051635,475.045299,2607.051635,478.9542922
2607.053202,475.0452604,2607.053202,478.954311
2607.054765,475.0452219,2607.054765,478.9543298
2607.056333,475.0451832,2607.056333,478.9543486
2607.057894,475.0451448,2607.057894,478.9543673
2607.05946,475.0451063,2607.05946,478.9543861
2607.061018,475.045068,2607.061018,478.9544048
2607.062582,475.0450295,2607.062582,478.9544236
2607.064142,475.0449911,2607.064142,478.9544424
2607.065702,475.0449528,2607.065702,478.9544611
2607.067265,475.0449144,2607.067265,478.9544799
2607.068832,475.044876,2607.068832,478.9544987
2607.070394,475.0448377,2607.070394,478.9545174
2607.071956,475.0447994,2607.071956,478.9545362
2607.07352,475.044761,2607.07352,478.954555
2607.075085,475.0447226,2607.075085,478.9545738
2607.076654,475.0446842,2607.076654,478.9545926
2607.078217,475.044646,2607.078217,478.9546114
2607.079784,475.0446076,2607.079784,478.9546302
2607.081352,475.0445693,2607.081352,478.954649
2607.082913,475.0445311,2607.082913,478.9546677
2607.084477,475.0444929,2607.084477,478.9546865
2607.08604,475.0444547,2607.08604,478.9547053
2607.087604,475.0444165,2607.087604,478.9547241
2607.089169,475.0443782,2607.089169,478.9547429
2607.090736,475.04434,2607.090736,478.9547617
2607.092299,475.0443019,2607.092299,478.9547805
2607.09386,475.0442638,2607.09386,478.9547992
2607.095419,475.0442258,2607.095419,478.9548179
2607.096982,475.0441877,2607.096982,478.9548367
2607.098546,475.0441496,2607.098546,478.9548555
2607.100112,475.0441114,2607.100112,478.9548743
2607.10167,475.0440735,2607.10167,478.954893
2607.103233,475.0440355,2607.103233,478.9549118
2607.104789,475.0439977,2607.104789,478.9549304
2607.106348,475.0439597,2607.106348,478.9549492
2607.107914,475.0439217,2607.107914,478.954968
2607.109482,475.0438836,2607.109482,478.9549868
2607.111045,475.0438457,2607.111045,478.9550056
2607.112606,475.0438078,2607.112606,478.9550243
2607.114167,475.04377,2607.114167,478.9550431
2607.115727,475.0437321,2607.115727,478.9550618
2607.117295,475.0436942,2607.117295,478.9550806
2607.118865,475.0436562,2607.118865,478.9550995
2607.120438,475.0436181,2607.120438,478.9551184
2607.122008,475.0435801,2607.122008,478.9551372
2607.123577,475.0435422,2607.123577,478.9551561
2607.125148,475.0435043,2607.125148,478.9551749
2607.126719,475.0434664,2607.126719,478.9551938
2607.128285,475.0434286,2607.128285,478.9552126
2607.129854,475.0433908,2607.129854,478.9552314
2607.131422,475.043353,2607.131422,478.9552503
2607.13299,475.0433153,2607.13299,478.9552691
2607.134557,475.0432776,2607.134557,478.9552879
2607.136122,475.04324,2607.136122,478.9553067
2607.13769,475.0432023,2607.13769,478.9553256
2607.139254,475.0431647,2607.139254,478.9553443
2607.140821,475.0431271,2607.140821,478.9553632
2607.142382,475.0430897,2607.142382,478.9553819
2607.143942,475.0430523,2607.143942,478.9554006
2607.145504,475.0430149,2607.145504,478.9554194
2607.147063,475.0429775,2607.147063,478.9554381
2607.148638,475.0429398,2607.148638,478.955457
2607.150204,475.0429023,2607.150204,478.9554759
2607.151776,475.0428648,2607.151776,478.9554947
2607.153339,475.0428274,2607.153339,478.9555135
2607.154907,475.0427899,2607.154907,478.9555323
2607.156472,475.0427525,2607.156472,478.9555511
2607.158034,475.0427153,2607.158034,478.9555699
2607.159592,475.0426781,2607.159592,478.9555886
2607.161157,475.0426408,2607.161157,478.9556074
2607.162728,475.0426033,2607.162728,478.9556263
2607.164296,475.042566,2607.164296,478.9556451
2607.165868,475.0425285,2607.165868,478.955664
2607.167442,475.0424911,2607.167442,478.9556829
2607.169015,475.0424537,2607.169015,478.9557018
2607.170586,475.0424163,2607.170586,478.9557206
2607.172155,475.0423791,2607.172155,478.9557395
2607.173718,475.042342,2607.173718,478.9557583
2607.175284,475.0423048,2607.175284,478.9557771
2607.176845,475.0422678,2607.176845,478.9557958
2607.178403,475.0422309,2607.178403,478.9558145
2607.179969,475.0421938,2607.179969,478.9558333
2607.181528,475.0421569,2607.181528,478.9558521
2607.183095,475.0421198,2607.183095,478.9558709
2607.184656,475.0420829,2607.184656,478.9558896
2607.186222,475.0420458,2607.186222,478.9559084
2607.187789,475.0420088,2607.187789,478.9559273
2607.189358,475.0419718,2607.189358,478.9559461
2607.190915,475.041935,2607.190915,478.9559648
2607.192479,475.0418981,2607.192479,478.9559836
2607.194036,475.0418613,2607.194036,478.9560023
2607.195596,475.0418246,2607.195596,478.956021
2607.197159,475.0417877,2607.197159,478.9560398
2607.198727,475.0417508,2607.198727,478.9560586
2607.200291,475.0417139,2607.200291,478.9560774
2607.201861,475.041677,2607.201861,478.9560963
2607.203421,475.0416402,2607.203421,478.956115
2607.204987,475.0416034,2607.204987,478.9561338
2607.206551,475.0415666,2607.206551,478.9561526
2607.208116,475.0415298,2607.208116,478.9561714
2607.209676,475.0414931,2607.209676,478.9561902
2607.211241,475.0414563,2607.211241,478.956209
2607.212804,475.0414196,2607.212804,478.9562277
2607.21437,475.0413828,2607.21437,478.9562465
2607.215938,475.041346,2607.215938,478.9562654
2607.217503,475.0413093,2607.217503,478.9562842
2607.219072,475.0412725,2607.219072,478.956303
2607.220638,475.0412358,2607.220638,478.9563218
2607.222208,475.041199,2607.222208,478.9563407
2607.223782,475.0411621,2607.223782,478.9563596
2607.225353,475.0411254,2607.225353,478.9563785
2607.226922,475.0410887,2607.226922,478.9563973
2607.22849,475.041052,2607.22849,478.9564162
2607.23006,475.0410153,2607.23006,478.956435
2607.23162,475.0409788,2607.23162,478.9564538
2607.233188,475.0409422,2607.233188,478.9564726
2607.234755,475.0409057,2607.234755,478.9564914
2607.23632,475.0408691,2607.23632,478.9565102
2607.237888,475.0408326,2607.237888,478.956529
2607.239455,475.040796,2607.239455,478.9565479
2607.241023,475.0407595,2607.241023,478.9565667
2607.242582,475.0407232,2607.242582,478.9565854
2607.244149,475.0406867,2607.244149,478.9566043
2607.245708,475.0406504,2607.245708,478.956623
2607.247274,475.040614,2607.247274,478.9566418
2607.248839,475.0405775,2607.248839,478.9566606
2607.250405,475.0405411,2607.250405,478.9566794
2607.251968,475.0405048,2607.251968,478.9566982
2607.253526,475.0404686,2607.253526,478.9567169
2607.255089,475.0404323,2607.255089,478.9567357
2607.256651,475.040396,2607.256651,478.9567544
2607.258211,475.0403598,2607.258211,478.9567732
2607.259776,475.0403235,2607.259776,478.956792
2607.261338,475.0402872,2607.261338,478.9568108
2607.262907,475.0402509,2607.262907,478.9568296
2607.264474,475.0402145,2607.264474,478.9568484
2607.266039,475.0401783,2607.266039,478.9568672
2607.267611,475.0401419,2607.267611,478.9568861
2607.269179,475.0401056,2607.269179,478.956905
2607.27074,475.0400695,2607.27074,478.9569237
2607.272299,475.0400334,2607.272299,478.9569424
2607.273858,475.0399973,2607.273858,478.9569612
2607.275418,475.0399613,2607.275418,478.9569799
2607.27698,475.0399252,2607.27698,478.9569987
2607.278547,475.039889,2607.278547,478.9570175
2607.280114,475.0398529,2607.280114,478.9570363
2607.28168,475.0398168,2607.28168,478.9570551
2607.283249,475.0397806,2607.283249,478.957074
2607.284814,475.0397446,2607.284814,478.9570928
2607.286383,475.0397084,2607.286383,478.9571116
2607.287953,475.0396723,2607.287953,478.9571305
2607.289517,475.0396364,2607.289517,478.9571493
2607.291084,475.0396003,2607.291084,478.9571681
2607.292649,475.0395644,2607.292649,478.9571869
2607.294213,475.0395285,2607.294213,478.9572057
2607.295779,475.0394926,2607.295779,478.9572245
2607.297342,475.0394568,2607.297342,478.9572433
2607.298906,475.039421,2607.298906,478.9572621
2607.300473,475.0393851,2607.300473,478.9572809
2607.302041,475.0393492,2607.302041,478.9572998
2607.303608,475.0393134,2607.303608,478.9573186
2607.305173,475.0392777,2607.305173,478.9573374
2607.306743,475.0392418,2607.306743,478.9573562
2607.308312,475.039206,2607.308312,478.9573751
2607.309879,475.0391703,2607.309879,478.9573939
2607.311443,475.0391346,2607.311443,478.9574127
2607.31301,475.039099,2607.31301,478.9574315
2607.31457,475.0390634,2607.31457,478.9574503
2607.316131,475.0390279,2607.316131,478.957469
2607.317699,475.0389922,2607.317699,478.9574879
2607.319264,475.0389566,2607.319264,478.9575067
2607.320831,475.038921,2607.320831,478.9575255
2607.322401,475.0388853,2607.322401,478.9575444
2607.323967,475.0388497,2607.323967,478.9575632
2607.325536,475.0388141,2607.325536,478.957582
2607.327101,475.0387785,2607.327101,478.9576008
2607.328668,475.0387429,2607.328668,478.9576197
2607.330235,475.0387074,2607.330235,478.9576385
2607.331798,475.0386719,2607.331798,478.9576573
2607.333367,475.0386363,2607.333367,478.9576761
2607.334927,475.0386009,2607.334927,478.9576949
2607.336494,475.0385654,2607.336494,478.9577137
2607.338052,475.03853,2607.338052,478.9577324
2607.339617,475.0384946,2607.339617,478.9577512
2607.341174,475.0384593,2607.341174,478.9577699
2607.342743,475.0384237,2607.342743,478.9577888
2607.344311,475.0383882,2607.344311,478.9578076
2607.345881,475.0383527,2607.345881,478.9578265
2607.347447,475.0383172,2607.347447,478.9578453
2607.349014,475.0382818,2607.349014,478.9578641
2607.350581,475.0382464,2607.350581,478.957883
2607.352145,475.038211,2607.352145,478.9579018
2607.353711,475.0381756,2607.353711,478.9579206
2607.355271,475.0381404,2607.355271,478.9579393
2607.356829,475.0381052,2607.356829,478.957958
2607.358388,475.03807,2607.358388,478.9579768
2607.359949,475.0380348,2607.359949,478.9579955
2607.361516,475.0379994,2607.361516,478.9580144
2607.36308,475.0379642,2607.36308,478.9580332
2607.364642,475.037929,2607.364642,478.9580519
2607.366204,475.0378938,2607.366204,478.9580707
2607.367763,475.0378587,2607.367763,478.9580894
2607.369327,475.0378235,2607.369327,478.9581082
2607.370892,475.0377883,2607.370892,478.958127
2607.372457,475.0377531,2607.372457,478.9581458
2607.374025,475.0377178,2607.374025,478.9581647
2607.375584,475.0376828,2607.375584,478.9581834
2607.377153,475.0376476,2607.377153,478.9582023
2607.378722,475.0376124,2607.378722,478.9582211
2607.380281,475.0375774,2607.380281,478.9582398
2607.381851,475.0375422,2607.381851,478.9582587
2607.383408,475.0375073,2607.383408,478.9582774
2607.384962,475.0374725,2607.384962,478.9582961
2607.386525,475.0374375,2607.386525,478.9583149
2607.388086,475.0374026,2607.388086,478.9583336
2607.389652,475.0373676,2607.389652,478.9583525
2607.391215,475.0373326,2607.391215,478.9583712
2607.392773,475.0372978,2607.392773,478.95839
2607.394335,475.0372629,2607.394335,478.9584087
2607.395901,475.037228,2607.395901,478.9584275
2607.397469,475.037193,2607.397469,478.9584464
2607.399042,475.0371579,2607.399042,478.9584653
2607.400609,475.037123,2607.400609,478.9584841
2607.402186,475.0370878,2607.402186,478.9585031
2607.403753,475.0370529,2607.403753,478.9585219
2607.405325,475.0370179,2607.405325,478.9585408
2607.406893,475.0369831,2607.406893,478.9585596
2607.408466,475.0369481,2607.408466,478.9585785
2607.410031,475.0369133,2607.410031,478.9585974
2607.411596,475.0368785,2607.411596,478.9586162
2607.413159,475.0368438,2607.413159,478.9586349
2607.414722,475.0368091,2607.414722,478.9586537
2607.416282,475.0367745,2607.416282,478.9586725
2607.417851,475.0367397,2607.417851,478.9586913
2607.419415,475.036705,2607.419415,478.9587101
2607.420984,475.0366703,2607.420984,478.958729
2607.422546,475.0366357,2607.422546,478.9587477
2607.424115,475.0366009,2607.424115,478.9587666
2607.425678,475.0365664,2607.425678,478.9587854
2607.427248,475.0365317,2607.427248,478.9588043
2607.428802,475.0364973,2607.428802,478.9588229
2607.430369,475.0364627,2607.430369,478.9588418
2607.431927,475.0364283,2607.431927,478.9588605
2607.43349,475.0363938,2607.43349,478.9588793
2607.435051,475.0363594,2607.435051,478.958898
2607.436615,475.0363249,2607.436615,478.9589168
2607.438178,475.0362904,2607.438178,478.9589356
2607.43974,475.036256,2607.43974,478.9589544
2607.441302,475.0362216,2607.441302,478.9589732
2607.442869,475.0361871,2607.442869,478.958992
2607.444435,475.0361527,2607.444435,478.9590108
2607.446006,475.0361181,2607.446006,478.9590297
2607.447565,475.0360838,2607.447565,478.9590484
2607.449136,475.0360493,2607.449136,478.9590673
2607.450695,475.0360151,2607.450695,478.959086
2607.452262,475.0359806,2607.452262,478.9591049
2607.453822,475.0359464,2607.453822,478.9591236
2607.455396,475.0359119,2607.455396,478.9591425
2607.456959,475.0358776,2607.456959,478.9591613
2607.458534,475.0358431,2607.458534,478.9591803
2607.4601,475.0358088,2607.4601,478.9591991
2607.461669,475.0357744,2607.461669,478.9592179
2607.463236,475.0357401,2607.463236,478.9592368
2607.464804,475.0357058,2607.464804,478.9592556
2607.466375,475.0356714,2607.466375,478.9592745
2607.467947,475.0356371,2607.467947,478.9592934
2607.469515,475.0356028,2607.469515,478.9593122
2607.471084,475.0355685,2607.471084,478.9593311
2607.472653,475.0355342,2607.472653,478.9593499
2607.47422,475.0355,2607.47422,478.9593688
2607.475787,475.0354658,2607.475787,478.9593876
2607.477354,475.0354317,2607.477354,478.9594064
2607.478918,475.0353975,2607.478918,478.9594253
2607.480483,475.0353634,2607.480483,478.9594441
2607.482051,475.0353292,2607.482051,478.9594629
2607.483618,475.0352951,2607.483618,478.9594817
2607.485184,475.035261,2607.485184,478.9595006
2607.486755,475.0352268,2607.486755,478.9595194
2607.488323,475.0351927,2607.488323,478.9595383
2607.489897,475.0351585,2607.489897,478.9595572
2607.491465,475.0351243,2607.491465,478.9595761
2607.49304,475.0350901,2607.49304,478.959595
2607.494609,475.035056,2607.494609,478.9596138
2607.496181,475.0350219,2607.496181,478.9596327
2607.497748,475.0349878,2607.497748,478.9596516
2607.49932,475.0349538,2607.49932,478.9596705
2607.500888,475.0349197,2607.500888,478.9596893
2607.502459,475.0348857,2607.502459,478.9597082
2607.504025,475.0348517,2607.504025,478.959727
2607.505594,475.0348177,2607.505594,478.9597459
2607.507159,475.0347839,2607.507159,478.9597647
2607.508727,475.0347499,2607.508727,478.9597835
2607.51029,475.0347161,2607.51029,478.9598023
2607.511863,475.0346821,2607.511863,478.9598212
2607.513427,475.0346483,2607.513427,478.95984
2607.514998,475.0346144,2607.514998,478.9598589
2607.51656,475.0345807,2607.51656,478.9598777
2607.518133,475.0345468,2607.518133,478.9598966
2607.519698,475.034513,2607.519698,478.9599154
2607.521265,475.0344793,2607.521265,478.9599342
2607.522833,475.0344455,2607.522833,478.9599531
2607.524404,475.0344117,2607.524404,478.959972
2607.525968,475.0343781,2607.525968,478.9599908
2607.527535,475.0343444,2607.527535,478.9600096
2607.5291,475.0343108,2607.5291,478.9600284
2607.530661,475.0342773,2607.530661,478.9600472
2607.532219,475.0342438,2607.532219,478.9600659
2607.533784,475.0342103,2607.533784,478.9600847
2607.535347,475.0341767,2607.535347,478.9601035
2607.536914,475.0341432,2607.536914,478.9601223
2607.538475,475.0341097,2607.538475,478.9601411
2607.540049,475.034076,2607.540049,478.96016
2607.541618,475.0340425,2607.541618,478.9601789
2607.543192,475.0340088,2607.543192,478.9601978
2607.54476,475.0339753,2607.54476,478.9602167
2607.546333,475.0339417,2607.546333,478.9602356
2607.547899,475.0339083,2607.547899,478.9602544
2607.549473,475.0338747,2607.549473,478.9602733
2607.551039,475.0338412,2607.551039,478.9602921
2607.552609,475.0338078,2607.552609,478.960311
2607.554171,475.0337745,2607.554171,478.9603298
2607.555736,475.0337411,2607.555736,478.9603486
2607.557294,475.0337079,2607.557294,478.9603673
2607.55886,475.0336746,2607.55886,478.9603862
2607.560415,475.0336415,2607.560415,478.9604048
2607.561984,475.0336082,2607.561984,478.9604237
2607.563541,475.0335751,2607.563541,478.9604424
2607.565103,475.0335419,2607.565103,478.9604612
2607.566664,475.0335087,2607.566664,478.96048
2607.568228,475.0334755,2607.568228,478.9604988
2607.569794,475.0334423,2607.569794,478.9605176
2607.571367,475.0334089,2607.571367,478.9605365
2607.572933,475.0333757,2607.572933,478.9605553
2607.574507,475.0333423,2607.574507,478.9605743
2607.576064,475.0333093,2607.576064,478.960593
2607.577628,475.0332762,2607.577628,478.9606118
2607.579187,475.0332432,2607.579187,478.9606305
2607.580754,475.03321,2607.580754,478.9606494
2607.582312,475.0331771,2607.582312,478.9606681
2607.58388,475.0331439,2607.58388,478.9606869
2607.585437,475.033111,2607.585437,478.9607056
2607.58701,475.0330777,2607.58701,478.9607246
2607.588576,475.0330446,2607.588576,478.9607434
2607.590147,475.0330114,2607.590147,478.9607623
2607.591711,475.0329784,2607.591711,478.9607811
2607.593287,475.0329451,2607.593287,478.9608
2607.594856,475.032912,2607.594856,478.9608189
2607.596428,475.0328789,2607.596428,478.9608378
2607.597996,475.0328458,2607.597996,478.9608566
2607.599572,475.0328126,2607.599572,478.9608756
2607.60114,475.0327796,2607.60114,478.9608944
2607.602713,475.0327464,2607.602713,478.9609133
2607.604274,475.0327136,2607.604274,478.9609321
2607.605844,475.0326806,2607.605844,478.960951
2607.607405,475.0326478,2607.607405,478.9609697
2607.608969,475.0326149,2607.608969,478.9609886
2607.610534,475.032582,2607.610534,478.9610074
2607.612099,475.0325492,2607.612099,478.9610262
2607.613662,475.0325164,2607.613662,478.961045
2607.615226,475.0324836,2607.615226,478.9610638
2607.61679,475.0324508,2607.61679,478.9610826
2607.618357,475.032418,2607.618357,478.9611014
2607.619912,475.0323855,2607.619912,478.9611201
2607.621476,475.0323527,2607.621476,478.9611389
2607.62303,475.0323202,2607.62303,478.9611576
2607.624596,475.0322875,2607.624596,478.9611764
2607.626161,475.0322548,2607.626161,478.9611952
2607.627727,475.0322221,2607.627727,478.9612141
2607.629294,475.0321895,2607.629294,478.9612329
2607.630859,475.0321568,2607.630859,478.9612517
2607.632424,475.0321242,2607.632424,478.9612705
2607.633988,475.0320916,2607.633988,478.9612893
2607.635558,475.032059,2607.635558,478.9613082
2607.637117,475.0320265,2607.637117,478.961327
2607.638685,475.0319939,2607.638685,478.9613458
2607.640253,475.0319613,2607.640253,478.9613647
2607.641824,475.0319287,2607.641824,478.9613835
2607.643392,475.0318961,2607.643392,478.9614024
2607.644952,475.0318637,2607.644952,478.9614212
2607.646506,475.0318314,2607.646506,478.9614398
2607.648067,475.031799,2607.648067,478.9614586
2607.649624,475.0317667,2607.649624,478.9614773
2607.65119,475.0317343,2607.65119,478.9614962
2607.652753,475.0317019,2607.652753,478.9615149
2607.654313,475.0316696,2607.654313,478.9615337
2607.655873,475.0316373,2607.655873,478.9615525
2607.657432,475.031605,2607.657432,478.9615712
2607.658996,475.0315726,2607.658996,478.96159
2607.660562,475.0315402,2607.660562,478.9616088
2607.662134,475.0315077,2607.662134,478.9616277
2607.663698,475.0314754,2607.663698,478.9616465
2607.665272,475.0314429,2607.665272,478.9616655
2607.666829,475.0314107,2607.666829,478.9616842
2607.668399,475.0313783,2607.668399,478.9617031
2607.669958,475.0313462,2607.669958,478.9617218
2607.671529,475.0313138,2607.671529,478.9617407
2607.673089,475.0312816,2607.673089,478.9617595
2607.674662,475.0312492,2607.674662,478.9617784
2607.676223,475.0312171,2607.676223,478.9617971
2607.677795,475.0311847,2607.677795,478.961816
2607.679361,475.0311525,2607.679361,478.9618349
2607.680929,475.0311203,2607.680929,478.9618537
2607.682493,475.0310881,2607.682493,478.9618725
2607.684063,475.0310559,2607.684063,478.9618914
2607.685628,475.0310238,2607.685628,478.9619102
2607.687201,475.0309915,2607.687201,478.9619291
2607.688767,475.0309594,2607.688767,478.961948
2607.690339,475.0309272,2607.690339,478.9619669
2607.691903,475.0308952,2607.691903,478.9619857
2607.693475,475.030863,2607.693475,478.9620046
2607.695037,475.0308311,2607.695037,478.9620234
2607.696603,475.030799,2607.696603,478.9620422
2607.698174,475.030767,2607.698174,478.9620611
2607.699743,475.0307349,2607.699743,478.9620799
2607.70131,475.030703,2607.70131,478.9620988
2607.702872,475.0306711,2607.702872,478.9621176
2607.704436,475.0306392,2607.704436,478.9621364
2607.706002,475.0306074,2607.706002,478.9621552
2607.707568,475.0305755,2607.707568,478.962174
2607.709137,475.0305436,2607.709137,478.9621929
2607.710694,475.0305119,2607.710694,478.9622116
2607.712256,475.0304802,2607.712256,478.9622304
2607.713818,475.0304485,2607.713818,478.9622492
2607.715375,475.0304169,2607.715375,478.9622679
2607.716934,475.0303853,2607.716934,478.9622867
2607.71849,475.0303537,2607.71849,478.9623054
2607.720049,475.0303221,2607.720049,478.9623241
2607.721618,475.0302904,2607.721618,478.962343
2607.723174,475.0302589,2607.723174,478.9623617
2607.724741,475.0302272,2607.724741,478.9623805
2607.726303,475.0301956,2607.726303,478.9623993
2607.727868,475.030164,2607.727868,478.9624181
2607.729431,475.0301324,2607.729431,478.9624369
2607.730998,475.0301008,2607.730998,478.9624558
2607.732559,475.0300693,2607.732559,478.9624745
2607.734129,475.0300377,2607.734129,478.9624934
2607.735691,475.0300062,2607.735691,478.9625122
2607.737258,475.0299746,2607.737258,478.962531
2607.73882,475.0299432,2607.73882,478.9625498
2607.74038,475.0299118,2607.74038,478.9625686
2607.741949,475.0298803,2607.741949,478.9625875
2607.743515,475.0298488,2607.743515,478.9626063
2607.745084,475.0298173,2607.745084,478.9626252
2607.746653,475.0297858,2607.746653,478.962644
2607.748227,475.0297543,2607.748227,478.962663
2607.749798,475.0297228,2607.749798,478.9626818
2607.751372,475.0296913,2607.751372,478.9627008
2607.752939,475.0296599,2607.752939,478.9627196
2607.754507,475.0296286,2607.754507,478.9627385
2607.756077,475.0295972,2607.756077,478.9627573
2607.757648,475.0295658,2607.757648,478.9627762
2607.759217,475.0295345,2607.759217,478.9627951
2607.760787,475.0295032,2607.760787,478.962814
2607.762355,475.0294719,2607.762355,478.9628328
2607.763922,475.0294407,2607.763922,478.9628517
2607.765476,475.0294097,2607.765476,478.9628704
2607.767041,475.0293786,2607.767041,478.9628892
2607.768595,475.0293477,2607.768595,478.9629079
2607.770153,475.0293167,2607.770153,478.9629266
2607.771713,475.0292857,2607.771713,478.9629454
2607.773279,475.0292546,2607.773279,478.9629642
2607.774842,475.0292235,2607.774842,478.962983
2607.776403,475.0291926,2607.776403,478.9630018
2607.777967,475.0291616,2607.777967,478.9630206
2607.779523,475.0291307,2607.779523,478.9630393
2607.781086,475.0290997,2607.781086,478.9630581
2607.782659,475.0290686,2607.782659,478.963077
2607.784221,475.0290377,2607.784221,478.9630958
2607.785789,475.0290066,2607.785789,478.9631147
2607.787351,475.0289758,2607.787351,478.9631334
2607.788917,475.0289448,2607.788917,478.9631523
2607.790481,475.0289139,2607.790481,478.9631711
2607.792052,475.0288829,2607.792052,478.96319
2607.793614,475.028852,2607.793614,478.9632088
2607.795185,475.0288211,2607.795185,478.9632277
2607.796755,475.0287901,2607.796755,478.9632465
2607.798325,475.0287592,2607.798325,478.9632654
2607.799893,475.0287283,2607.799893,478.9632843
2607.80146,475.0286975,2607.80146,478.9633031
2607.803026,475.0286667,2607.803026,478.963322
2607.804595,475.0286358,2607.804595,478.9633408
2607.806163,475.028605,2607.806163,478.9633597
2607.807732,475.0285742,2607.807732,478.9633785
2607.809297,475.0285435,2607.809297,478.9633974
2607.810864,475.0285128,2607.810864,478.9634162
2607.812426,475.0284822,2607.812426,478.963435
2607.81399,475.0284515,2607.81399,478.9634538
2607.815552,475.028421,2607.815552,478.9634726
2607.817115,475.0283904,2607.817115,478.9634914
2607.818681,475.0283598,2607.818681,478.9635102
2607.820248,475.0283292,2607.820248,478.9635291
2607.821812,475.0282986,2607.821812,478.9635479
2607.823374,475.0282681,2607.823374,478.9635667
2607.824939,475.0282376,2607.824939,478.9635855
2607.826498,475.0282072,2607.826498,478.9636042
2607.828055,475.0281769,2607.828055,478.963623
2607.82962,475.0281464,2607.82962,478.9636418
2607.831177,475.0281162,2607.831177,478.9636605
2607.832738,475.0280858,2607.832738,478.9636793
2607.834301,475.0280555,2607.834301,478.9636981
2607.835865,475.0280251,2607.835865,478.9637169
2607.837435,475.0279947,2607.837435,478.9637358
2607.838998,475.0279644,2607.838998,478.9637546
2607.840564,475.027934,2607.840564,478.9637734
2607.842131,475.0279037,2607.842131,478.9637923
2607.843697,475.0278734,2607.843697,478.9638111
2607.845266,475.0278431,2607.845266,478.96383
2607.846827,475.0278129,2607.846827,478.9638487
2607.848387,475.0277828,2607.848387,478.9638675
2607.849953,475.0277526,2607.849953,478.9638863
2607.851514,475.0277225,2607.851514,478.9639051
2607.853083,475.0276923,2607.853083,478.963924
2607.854659,475.027662,2607.854659,478.9639429
2607.856228,475.0276318,2607.856228,478.9639618
2607.857806,475.0276015,2607.857806,478.9639808
2607.859375,475.0275713,2607.859375,478.9639997
2607.860948,475.0275411,2607.860948,478.9640186
2607.862519,475.027511,2607.862519,478.9640375
2607.864088,475.0274809,2607.864088,478.9640563
2607.865656,475.0274508,2607.865656,478.9640752
2607.86722,475.0274209,2607.86722,478.964094
2607.868781,475.027391,2607.868781,478.9641128
2607.870345,475.027361,2607.870345,478.9641316
2607.871905,475.0273312,2607.871905,478.9641504
2607.87347,475.0273013,2607.87347,478.9641692
2607.875025,475.0272716,2607.875025,478.9641879
2607.876587,475.0272418,2607.876587,478.9642067
2607.878147,475.027212,2607.878147,478.9642254
2607.879713,475.0271821,2607.879713,478.9642443
2607.881268,475.0271525,2607.881268,478.964263
2607.88283,475.0271227,2607.88283,478.9642818
2607.884387,475.0270931,2607.884387,478.9643005
2607.885949,475.0270633,2607.885949,478.9643193
2607.887511,475.0270336,2607.887511,478.9643381
2607.889073,475.0270039,2607.889073,478.9643569
2607.890631,475.0269742,2607.890631,478.9643756
2607.892192,475.0269445,2607.892192,478.9643944
2607.893754,475.0269149,2607.893754,478.9644131
2607.895313,475.0268853,2607.895313,478.9644319
2607.896878,475.0268555,2607.896878,478.9644507
2607.898444,475.0268258,2607.898444,478.9644696
2607.900011,475.0267961,2607.900011,478.9644884
2607.901577,475.0267664,2607.901577,478.9645072
2607.90314,475.0267367,2607.90314,478.9645261
2607.904705,475.0267071,2607.904705,478.9645449
2607.906271,475.0266774,2607.906271,478.9645637
2607.907832,475.0266478,2607.907832,478.9645825
2607.909397,475.0266182,2607.909397,478.9646013
2607.910949,475.0265888,2607.910949,478.96462
2607.912512,475.0265593,2607.912512,478.9646388
2607.914077,475.0265297,2607.914077,478.9646576
2607.915642,475.0265001,2607.915642,478.9646764
2607.917211,475.0264705,2607.917211,478.9646953
2607.918786,475.0264407,2607.918786,478.9647142
2607.920355,475.0264111,2607.920355,478.9647331
2607.921924,475.0263815,2607.921924,478.964752
