t1,T1,t2,T2
2299,470.9656461,2299,474.6507577
2300,470.9814187,2300,474.6669969
2301,470.9968507,2301,474.6832171
2302,471.0122062,2302,474.6994206
2303,471.0280457,2303,474.7156078
2304,471.0435198,2304,474.7317785
2305,471.0601724,2305,474.7479329
2306,471.0766836,2306,474.7640709
2307,471.0918894,2307,474.7801925
2308,471.1080511,2308,474.7962978
2309,471.1240309,2309,474.8123867
2310,471.1399854,2310,474.8284593
2311,471.1554562,2311,474.8445156
2312,471.1708013,2312,474.8605556
2313,471.1868494,2313,474.8765794
2314,471.2028718,2314,474.8925869
2315,471.2191876,2315,474.9085764
2316,471.2345491,2316,474.9245543
2317,471.2500194,2317,474.9405135
2318,471.2659212,2318,474.9564563
2319,471.2825137,2319,474.972383
2320,471.2985278,2320,474.9882936
2321,471.3142521,2321,475.0041881
2322,471.3294896,2322,475.0200665
2323,471.344251,2323,475.0359288
2324,471.3593072,2324,475.051775
2325,471.3755369,2325,475.0676052
2326,471.3914185,2326,475.0834194
2327,471.4073827,2327,475.0992176
2328,471.4226113,2328,475.1149998
2329,471.4377656,2329,475.1307661
2330,471.4535334,2330,475.1465165
2331,471.4688641,2331,475.162251
2332,471.4841077,2332,475.1779696
2333,471.4997189,2333,475.1936724
2334,471.5152951,2334,475.2093593
2335,471.5309831,2335,475.2250304
2336,471.5470027,2336,475.2406857
2337,471.56251,2337,475.2563252
2338,471.5777495,2338,475.2719489
2339,471.5934775,2339,475.2875568
2340,471.6091886,2340,475.3031491
2341,471.6246818,2341,475.3187256
2342,471.6397899,2342,475.3342864
2343,471.6548639,2343,475.3498317
2344,471.6700111,2344,475.3653613
2345,471.6854335,2345,475.3808753
2346,471.7005684,2346,475.3963738
2347,471.7155903,2347,475.4118567
2348,471.7304319,2348,475.4273243
2349,471.7454229,2349,475.4427763
2350,471.7604883,2350,475.458213
2351,471.7760976,2351,475.4736342
2352,471.7909901,2352,475.4890401
2353,471.8060958,2353,475.5044306
2354,471.8211268,2354,475.5198058
2355,471.8363443,2355,475.5351656
2356,471.8516489,2356,475.55051
2357,471.8664669,2357,475.5658391
2358,471.8814872,2358,475.5811529
2359,471.8968078,2359,475.5964513
2360,471.9116203,2360,475.6117344
2361,471.9262028,2361,475.6270022
2362,471.9412175,2362,475.6422547
2363,471.9558763,2363,475.6574919
2364,471.9711429,2364,475.6727137
2365,471.9860127,2365,475.6879203
2366,472.0008881,2366,475.7031117
2367,472.015931,2367,475.7182877
2368,472.0312397,2368,475.7334485
2369,472.0459735,2369,475.748594
2370,472.0611955,2370,475.7637242
2371,472.0758701,2371,475.7788393
2372,472.0908852,2372,475.7939391
2373,472.1050761,2373,475.8090237
2374,472.1195991,2374,475.8240931
2375,472.1345762,2375,475.8391474
2376,472.1499937,2376,475.8541865
2377,472.1645365,2377,475.8692104
2378,472.1795638,2378,475.8842193
2379,472.1938591,2379,475.899213
2380,472.2087487,2380,475.9141915
2381,472.2235376,2381,475.929155
2382,472.2387726,2382,475.9441034
2383,472.2530939,2383,475.9590367
2384,472.2674031,2384,475.973955
2385,472.2821007,2385,475.9888582
2386,472.2971123,2386,476.0037464
2387,472.3115629,2387,476.0186196
2388,472.325992,2388,476.0334778
2389,472.3406261,2389,476.048321
2390,472.3557237,2390,476.0631493
2391,472.3701294,2391,476.0779628
2392,472.3840772,2392,476.0927613
2393,472.3984258,2393,476.1075451
2394,472.4129978,2394,476.122314
2395,472.4272292,2395,476.1370682
2396,472.441474,2396,476.1518076
2397,472.4560589,2397,476.1665323
2398,472.4705354,2398,476.1812423
2399,472.4851321,2399,476.1959375
2400,472.5001726,2400,476.2106182
2401,472.5145921,2401,476.2252842
2402,472.529391,2402,476.2399355
2403,472.5441522,2403,476.2545722
2404,472.559299,2404,476.2691943
2405,472.5739073,2405,476.2838018
2406,472.5885483,2406,476.2983947
2407,472.60309,2407,476.3129731
2408,472.6172422,2408,476.3275369
2409,472.6309188,2409,476.3420861
2410,472.6456995,2410,476.3566209
2411,472.6606309,2411,476.3711411
2412,472.6748029,2412,476.3856469
2413,472.6887879,2413,476.4001383
2414,472.7032405,2414,476.4146152
2415,472.717163,2415,476.4290777
2416,472.7318102,2416,476.4435258
2417,472.7466019,2417,476.4579595
2418,472.7607658,2418,476.4723789
2419,472.7750484,2419,476.4867839
2420,472.7895813,2420,476.5011746
2421,472.8033478,2421,476.5155509
2422,472.8174335,2422,476.529913
2423,472.8311917,2423,476.5442608
2424,472.8453672,2424,476.5585942
2425,472.8592791,2425,476.5729134
2426,472.8730157,2426,476.5872184
2427,472.886964,2427,476.6015091
2428,472.9010159,2428,476.6157856
2429,472.9147245,2429,476.6300478
2430,472.929256,2430,476.6442959
2431,472.9432212,2431,476.6585297
2432,472.9572909,2432,476.6727493
2433,472.9710364,2433,476.6869548
2434,472.9847758,2434,476.701146
2435,472.9988243,2435,476.7153231
2436,473.0129423,2436,476.729486
2437,473.0267069,2437,476.7436348
2438,473.0403204,2438,476.7577694
2439,473.0542933,2439,476.7718898
2440,473.0679319,2440,476.7859961
2441,473.0816456,2441,476.8000883
2442,473.0954652,2442,476.8141664
2443,473.1090409,2443,476.8282303
2444,473.123014,2444,476.8422801
2445,473.1374703,2445,476.8563159
2446,473.1512675,2446,476.8703375
2447,473.1649371,2447,476.884345
2448,473.1783455,2448,476.8983385
2449,473.1914973,2449,476.9123179
2450,473.2048629,2450,476.9262833
2451,473.2189451,2451,476.9402346
2452,473.2329118,2452,476.954172
2453,473.2465164,2453,476.9680953
2454,473.2603156,2454,476.9820047
2455,473.2738704,2455,476.9959001
2456,473.2876335,2456,477.0097816
2457,473.300992,2457,477.0236491
2458,473.3149553,2458,477.0375027
2459,473.3287047,2459,477.0513424
2460,473.3425102,2460,477.0651683
2461,473.3562371,2461,477.0789802
2462,473.3702362,2462,477.0927783
2463,473.3837709,2463,477.1065626
2464,473.3980662,2464,477.120333
2465,473.411721,2465,477.1340896
2466,473.4253942,2466,477.1478324
2467,473.4385908,2467,477.1615615
2468,473.4522025,2468,477.1752769
2469,473.4655806,2469,477.1889786
2470,473.4789939,2470,477.2026667
2471,473.4918481,2471,477.2163411
2472,473.5048619,2472,477.230002
2473,473.5182897,2473,477.2436493
2474,473.5318916,2474,477.257283
2475,473.5449898,2475,477.2709032
2476,473.5585846,2476,477.2845099
2477,473.571798,2477,477.2981031
2478,473.5847164,2478,477.3116827
2479,473.5980078,2479,477.3252488
2480,473.6113811,2480,477.3388013
2481,473.6250968,2481,477.3523403
2482,473.6385127,2482,477.3658658
2483,473.6508399,2483,477.3793777
2484,473.6635185,2484,477.392876
2485,473.6766632,2485,477.4063608
2486,473.689961,2486,477.419832
2487,473.7038231,2487,477.4332896
2488,473.7172995,2488,477.4467337
2489,473.7304207,2489,477.4601641
2490,473.7436872,2490,477.473581
2491,473.7569852,2491,477.4869844
2492,473.770781,2492,477.5003741
2493,473.7836645,2493,477.5137503
2494,473.7972445,2494,477.527113
2495,473.8115144,2495,477.5404621
2496,473.8247234,2496,477.5537977
2497,473.8373004,2497,477.5671198
2498,473.8501,2498,477.5804284
2499,473.8629178,2499,477.5937237
2500,473.8759629,2500,477.6070055
2501,473.8888575,2501,477.6202739
2502,473.9018667,2502,477.633529
2503,473.9153854,2503,477.6467708
2504,473.9280069,2504,477.6599993
2505,473.9410357,2505,477.6732145
2506,473.954175,2506,477.6864165
2507,473.9671124,2507,477.6996052
2508,473.9798324,2508,477.7127807
2509,473.9922691,2509,477.725943
2510,474.0054939,2510,477.7390921
2511,474.0185349,2511,477.752228
2512,474.0317006,2512,477.7653508
2513,474.0450598,2513,477.7784604
2514,474.0579784,2514,477.7915569
2515,474.0709072,2515,477.8046402
2516,474.0837613,2516,477.8177105
2517,474.0967542,2517,477.8307676
2518,474.1095079,2518,477.8438117
2519,474.1223198,2519,477.8568427
2520,474.1349561,2520,477.8698606
2521,474.1476087,2521,477.8828656
2522,474.1604694,2522,477.8958575
2523,474.1732944,2523,477.9088364
2524,474.1862536,2524,477.9218024
2525,474.1985659,2525,477.9347554
2526,474.2109914,2526,477.9476955
2527,474.2236228,2527,477.9606226
2528,474.2363319,2528,477.9735369
2529,474.2491403,2529,477.9864382
2530,474.2615065,2530,477.9993265
2531,474.2740958,2531,478.012202
2532,474.2876195,2532,478.0250646
2533,474.3001918,2533,478.0379142
2534,474.3125966,2534,478.0507509
2535,474.3249635,2535,478.0635748
2536,474.3382549,2536,478.0763857
2537,474.3507583,2537,478.0891837
2538,474.3625941,2538,478.1019688
2539,474.3743388,2539,478.1147411
2540,474.3870275,2540,478.1275004
2541,474.4001749,2541,478.1402469
2542,474.4129897,2542,478.1529805
2543,474.425586,2543,478.1657013
2544,474.4378656,2544,478.1784093
2545,474.4498782,2545,478.1911044
2546,474.4623212,2546,478.2037868
2547,474.4755189,2547,478.2164563
2548,474.4878988,2548,478.2291131
2549,474.4998514,2549,478.2417571
2550,474.5119826,2550,478.2543883
2551,474.5236229,2551,478.2670068
2552,474.5351936,2552,478.2796126
2553,474.5472941,2553,478.2922056
2554,474.5598077,2554,478.304786
2555,474.5722607,2555,478.3173537
2556,474.5842252,2556,478.3299086
2557,474.5959541,2557,478.3424509
2558,474.608593,2558,478.3549804
2559,474.6218504,2559,478.3674972
2560,474.634214,2560,478.3800013
2561,474.6463135,2561,478.3924925
2562,474.6588022,2562,478.4049711
2563,474.6712506,2563,478.4174368
2564,474.6831979,2564,478.4298898
2565,474.6953853,2565,478.4423301
2566,474.7084108,2566,478.4547576
2567,474.7207072,2567,478.4671725
2568,474.7324873,2568,478.4795746
2569,474.7438862,2569,478.4919641
2570,474.7557936,2570,478.504341
2571,474.7684532,2571,478.5167053
2572,474.7802441,2572,478.5290569
2573,474.7918781,2573,478.541396
2574,474.8042989,2574,478.5537226
2575,474.8167821,2575,478.5660366
2576,474.8283459,2576,478.5783381
2577,474.8401459,2577,478.5906271
2578,474.852242,2578,478.6029036
2579,474.864191,2579,478.6151677
2580,474.8765541,2580,478.6274192
2581,474.8894614,2581,478.6396584
2582,474.9017391,2582,478.6518851
2583,474.9138678,2583,478.6640994
2584,474.9268172,2584,478.6763013
2585,474.939102,2585,478.6884909
2586,474.9505868,2586,478.7006681
2587,474.961969,2587,478.7128329
2588,474.974054,2588,478.7249855
2589,474.986162,2589,478.7371258
2590,474.9976296,2590,478.749254
2591,475.0093643,2591,478.7613699
2592,475.0205959,2592,478.7734736
2593,475.0325848,2593,478.7855652
2594,475.0454144,2594,478.7976448
2595,475.0570397,2595,478.8097122
2596,475.0686597,2596,478.8217675
2597,475.0806316,2597,478.8338108
2598,475.0926264,2598,478.845842
2599,475.1044669,2599,478.8578612
2600,475.1164444,2600,478.8698683
2601,475.1284211,2601,478.8818634
2602,475.1402224,2602,478.8938464
2603,475.1516162,2603,478.9058175
2604,475.1630686,2604,478.9177765
2604.001622,475.1630872,2604.001622,478.9177959
2604.003234,475.1631057,2604.003234,478.9178151
2604.00484,475.1631242,2604.00484,478.9178343
2604.006438,475.1631425,2604.006438,478.9178533
2604.00802,475.1631605,2604.00802,478.9178722
2604.009588,475.1631783,2604.009588,478.9178909
2604.011142,475.1631959,2604.011142,478.9179095
2604.012686,475.1632132,2604.012686,478.9179279
2604.014224,475.1632302,2604.014224,478.9179462
2604.015749,475.1632468,2604.015749,478.9179644
2604.017271,475.1632631,2604.017271,478.9179826
2604.018798,475.1632791,2604.018798,478.9180008
2604.020323,475.1632947,2604.020323,478.918019
2604.021855,475.1633099,2604.021855,478.9180373
2604.023384,475.1633245,2604.023384,478.9180556
2604.024915,475.1633387,2604.024915,478.9180738
2604.026448,475.1633522,2604.026448,478.9180922
2604.027981,475.1633652,2604.027981,478.9181104
2604.029513,475.1633774,2604.029513,478.9181287
2604.031042,475.1633888,2604.031042,478.918147
2604.032578,475.1633996,2604.032578,478.9181653
2604.034107,475.1634095,2604.034107,478.9181836
2604.035646,475.1634186,2604.035646,478.918202
2604.037176,475.1634267,2604.037176,478.9182202
2604.038717,475.163434,2604.038717,478.9182386
2604.040253,475.1634403,2604.040253,478.918257
2604.041795,475.1634456,2604.041795,478.9182754
2604.043326,475.1634499,2604.043326,478.9182937
2604.044864,475.1634532,2604.044864,478.918312
2604.046396,475.1634555,2604.046396,478.9183303
2604.047931,475.1634568,2604.047931,478.9183487
2604.049461,475.163457,2604.049461,478.9183669
2604.050996,475.1634562,2604.050996,478.9183853
2604.052525,475.1634545,2604.052525,478.9184035
2604.054055,475.1634517,2604.054055,478.9184218
2604.055581,475.163448,2604.055581,478.91844
2604.057107,475.1634434,2604.057107,478.9184583
2604.058632,475.1634378,2604.058632,478.9184765
2604.060157,475.1634314,2604.060157,478.9184947
2604.061679,475.163424,2604.061679,478.9185129
2604.063206,475.1634157,2604.063206,478.9185311
2604.064728,475.1634066,2604.064728,478.9185493
2604.066261,475.1633965,2604.066261,478.9185676
2604.067788,475.1633855,2604.067788,478.9185858
2604.069323,475.1633736,2604.069323,478.9186042
2604.070855,475.1633608,2604.070855,478.9186225
2604.072388,475.1633471,2604.072388,478.9186408
2604.073927,475.1633325,2604.073927,478.9186592
2604.075465,475.1633169,2604.075465,478.9186776
2604.077009,475.1633003,2604.077009,478.918696
2604.078557,475.1632828,2604.078557,478.9187145
2604.080106,475.1632643,2604.080106,478.918733
2604.081659,475.1632448,2604.081659,478.9187515
2604.083207,475.1632244,2604.083207,478.91877
2604.08476,475.1632029,2604.08476,478.9187886
2604.086305,475.1631807,2604.086305,478.9188071
2604.087862,475.1631573,2604.087862,478.9188257
2604.08941,475.1631331,2604.08941,478.9188442
2604.090965,475.1631078,2604.090965,478.9188627
2604.092512,475.1630818,2604.092512,478.9188812
2604.094063,475.1630548,2604.094063,478.9188997
2604.095612,475.163027,2604.095612,478.9189182
2604.097165,475.1629981,2604.097165,478.9189368
2604.098716,475.1629684,2604.098716,478.9189553
2604.10027,475.1629378,2604.10027,478.9189739
2604.101823,475.1629063,2604.101823,478.9189925
2604.103378,475.1628739,2604.103378,478.919011
2604.10493,475.1628408,2604.10493,478.9190296
2604.106485,475.1628067,2604.106485,478.9190482
2604.108039,475.1627718,2604.108039,478.9190667
2604.109594,475.1627361,2604.109594,478.9190853
2604.111151,475.1626996,2604.111151,478.9191039
2604.112707,475.1626622,2604.112707,478.9191225
2604.114265,475.1626241,2604.114265,478.9191411
2604.115822,475.1625852,2604.115822,478.9191597
2604.117378,475.1625455,2604.117378,478.9191783
2604.118936,475.1625051,2604.118936,478.9191969
2604.120494,475.1624639,2604.120494,478.9192155
2604.122053,475.1624219,2604.122053,478.9192342
2604.12361,475.1623793,2604.12361,478.9192528
2604.12517,475.1623358,2604.12517,478.9192714
2604.126728,475.1622916,2604.126728,478.91929
2604.12829,475.1622467,2604.12829,478.9193087
2604.12985,475.162201,2604.12985,478.9193273
2604.131409,475.1621546,2604.131409,478.919346
2604.132968,475.1621075,2604.132968,478.9193646
2604.134527,475.1620596,2604.134527,478.9193832
2604.136088,475.162011,2604.136088,478.9194019
2604.13765,475.1619616,2604.13765,478.9194205
2604.139211,475.1619116,2604.139211,478.9194392
2604.140772,475.1618608,2604.140772,478.9194579
2604.142336,475.1618092,2604.142336,478.9194765
2604.143898,475.1617571,2604.143898,478.9194952
2604.145462,475.1617041,2604.145462,478.9195139
2604.147025,475.1616505,2604.147025,478.9195326
2604.148589,475.1615962,2604.148589,478.9195513
2604.150151,475.1615412,2604.150151,478.9195699
2604.151716,475.1614855,2604.151716,478.9195886
2604.153279,475.1614291,2604.153279,478.9196073
2604.154844,475.161372,2604.154844,478.919626
2604.156407,475.1613142,2604.156407,478.9196447
2604.157973,475.1612556,2604.157973,478.9196634
2604.159538,475.1611963,2604.159538,478.9196821
2604.161103,475.1611364,2604.161103,478.9197008
2604.162667,475.1610757,2604.162667,478.9197195
2604.164234,475.1610143,2604.164234,478.9197382
2604.165799,475.1609522,2604.165799,478.919757
2604.167363,475.1608895,2604.167363,478.9197756
2604.168929,475.160826,2604.168929,478.9197944
2604.170496,475.1607618,2604.170496,478.9198131
2604.172063,475.160697,2604.172063,478.9198318
2604.173631,475.1606314,2604.173631,478.9198505
2604.1752,475.1605651,2604.1752,478.9198693
2604.176761,475.1604986,2604.176761,478.919888
2604.178326,475.1604312,2604.178326,478.9199067
2604.179886,475.1603634,2604.179886,478.9199253
2604.181441,475.1602952,2604.181441,478.9199439
2604.183006,475.160226,2604.183006,478.9199626
2604.184575,475.160156,2604.184575,478.9199813
2604.186139,475.1600856,2604.186139,478.92
2604.187705,475.1600146,2604.187705,478.9200187
2604.189266,475.1599433,2604.189266,478.9200374
2604.190827,475.1598714,2604.190827,478.9200561
2604.192383,475.1597993,2604.192383,478.9200747
2604.193935,475.1597268,2604.193935,478.9200932
2604.195487,475.1596538,2604.195487,478.9201118
2604.197034,475.1595806,2604.197034,478.9201303
2604.198592,475.1595063,2604.198592,478.9201489
2604.200155,475.1594314,2604.200155,478.9201676
2604.201715,475.1593562,2604.201715,478.9201862
2604.203276,475.1592804,2604.203276,478.9202049
2604.204834,475.1592044,2604.204834,478.9202235
2604.206403,475.1591275,2604.206403,478.9202422
2604.207972,475.1590501,2604.207972,478.920261
2604.209541,475.1589723,2604.209541,478.9202797
2604.211111,475.1588941,2604.211111,478.9202985
2604.212678,475.1588156,2604.212678,478.9203172
2604.214247,475.1587367,2604.214247,478.920336
2604.215818,475.1586573,2604.215818,478.9203548
2604.217385,475.1585778,2604.217385,478.9203735
2604.218955,475.1584977,2604.218955,478.9203923
2604.220522,475.1584175,2604.220522,478.920411
2604.222092,475.1583368,2604.222092,478.9204298
2604.223659,475.1582559,2604.223659,478.9204485
2604.225226,475.1581747,2604.225226,478.9204672
2604.226795,475.158093,2604.226795,478.920486
2604.228359,475.1580113,2604.228359,478.9205047
2604.229921,475.1579294,2604.229921,478.9205233
2604.231488,475.1578469,2604.231488,478.9205421
2604.23306,475.1577638,2604.23306,478.9205609
2604.23462,475.157681,2604.23462,478.9205795
2604.236182,475.1575977,2604.236182,478.9205982
2604.23774,475.1575144,2604.23774,478.9206168
2604.239305,475.1574304,2604.239305,478.9206355
2604.240858,475.1573467,2604.240858,478.9206541
2604.242424,475.1572619,2604.242424,478.9206728
2604.243995,475.1571766,2604.243995,478.9206916
2604.245553,475.1570916,2604.245553,478.9207102
2604.247122,475.1570058,2604.247122,478.9207289
2604.248684,475.1569199,2604.248684,478.9207476
2604.250255,475.1568333,2604.250255,478.9207664
2604.251823,475.1567466,2604.251823,478.9207851
2604.253396,475.1566592,2604.253396,478.9208039
2604.254961,475.1565721,2604.254961,478.9208226
2604.256539,475.1564839,2604.256539,478.9208415
2604.258111,475.1563958,2604.258111,478.9208603
2604.259682,475.1563074,2604.259682,478.9208791
2604.261258,475.1562185,2604.261258,478.9208979
2604.262832,475.1561296,2604.262832,478.9209167
2604.264404,475.1560404,2604.264404,478.9209355
2604.265973,475.1559512,2604.265973,478.9209543
2604.267547,475.1558614,2604.267547,478.9209731
2604.269114,475.1557718,2604.269114,478.9209918
2604.27068,475.1556821,2604.27068,478.9210105
2604.272242,475.1555924,2604.272242,478.9210292
2604.273815,475.1555018,2604.273815,478.921048
2604.275385,475.1554112,2604.275385,478.9210668
2604.276949,475.1553207,2604.276949,478.9210855
2604.278522,475.1552295,2604.278522,478.9211043
2604.280089,475.1551384,2604.280089,478.921123
2604.281658,475.1550471,2604.281658,478.9211418
2604.283225,475.1549557,2604.283225,478.9211605
2604.284798,475.1548638,2604.284798,478.9211793
2604.286367,475.1547719,2604.286367,478.9211981
2604.287944,475.1546794,2604.287944,478.9212169
2604.28951,475.1545874,2604.28951,478.9212356
2604.291084,475.1544947,2604.291084,478.9212544
2604.292652,475.1544023,2604.292652,478.9212732
2604.294223,475.1543096,2604.294223,478.921292
2604.29579,475.1542169,2604.29579,478.9213107
2604.29736,475.1541239,2604.29736,478.9213295
2604.298926,475.1540311,2604.298926,478.9213482
2604.300495,475.153938,2604.300495,478.9213669
2604.302064,475.1538447,2604.302064,478.9213857
2604.303629,475.1537516,2604.303629,478.9214044
2604.305196,475.1536582,2604.305196,478.9214231
2604.306761,475.1535648,2604.306761,478.9214418
2604.308326,475.1534713,2604.308326,478.9214606
2604.30989,475.1533778,2604.30989,478.9214792
2604.311461,475.1532837,2604.311461,478.921498
2604.31303,475.1531897,2604.31303,478.9215168
2604.314593,475.1530959,2604.314593,478.9215355
2604.316159,475.1530019,2604.316159,478.9215542
2604.317729,475.1529075,2604.317729,478.921573
2604.319296,475.1528149,2604.319296,478.9215917
2604.320864,475.1527372,2604.320864,478.9216104
2604.322423,475.1526598,2604.322423,478.9216291
2604.323986,475.152582,2604.323986,478.9216477
2604.325557,475.1525036,2604.325557,478.9216665
2604.327125,475.1524252,2604.327125,478.9216853
2604.328689,475.1523469,2604.328689,478.921704
2604.330254,475.1522683,2604.330254,478.9217227
2604.331819,475.1521896,2604.331819,478.9217414
2604.333388,475.1521104,2604.333388,478.9217601
2604.334954,475.1520313,2604.334954,478.9217789
2604.336522,475.1519519,2604.336522,478.9217976
2604.338089,475.1518724,2604.338089,478.9218163
2604.339656,475.1517928,2604.339656,478.9218351
2604.341219,475.1517132,2604.341219,478.9218538
2604.342789,475.1516331,2604.342789,478.9218725
2604.344355,475.151553,2604.344355,478.9218913
2604.345923,475.1514727,2604.345923,478.92191
2604.347495,475.151392,2604.347495,478.9219288
2604.349066,475.1513112,2604.349066,478.9219476
2604.350633,475.1512305,2604.350633,478.9219663
2604.352201,475.1511496,2604.352201,478.921985
2604.353774,475.1510683,2604.353774,478.9220038
2604.355345,475.150987,2604.355345,478.9220226
2604.356918,475.1509055,2604.356918,478.9220414
2604.35849,475.1508238,2604.35849,478.9220602
2604.360054,475.1507424,2604.360054,478.9220789
2604.361627,475.1506605,2604.361627,478.9220977
2604.363193,475.1505788,2604.363193,478.9221164
2604.364761,475.1504968,2604.364761,478.9221352
2604.366328,475.1504147,2604.366328,478.9221539
2604.367891,475.1503327,2604.367891,478.9221726
2604.369458,475.1502504,2604.369458,478.9221913
2604.371023,475.150168,2604.371023,478.92221
2604.372598,475.150085,2604.372598,478.9222289
2604.374168,475.150002,2604.374168,478.9222476
2604.375735,475.1499191,2604.375735,478.9222664
2604.377299,475.1498362,2604.377299,478.9222851
2604.378867,475.1497529,2604.378867,478.9223038
2604.380432,475.1496697,2604.380432,478.9223225
2604.381997,475.1495863,2604.381997,478.9223412
2604.383564,475.1495028,2604.383564,478.92236
2604.385136,475.1494188,2604.385136,478.9223788
2604.386708,475.1493347,2604.386708,478.9223975
2604.388276,475.1492507,2604.388276,478.9224163
2604.389843,475.1491667,2604.389843,478.922435
2604.391409,475.1490826,2604.391409,478.9224537
2604.39298,475.1489982,2604.39298,478.9224725
2604.394533,475.1489146,2604.394533,478.9224911
2604.3961,475.1488302,2604.3961,478.9225098
2604.397659,475.1487461,2604.397659,478.9225285
2604.399225,475.1486616,2604.399225,478.9225472
2604.400796,475.1485767,2604.400796,478.922566
2604.402361,475.1484921,2604.402361,478.9225847
2604.403931,475.1484072,2604.403931,478.9226034
2604.405499,475.1483222,2604.405499,478.9226222
2604.407063,475.1482374,2604.407063,478.9226409
2604.408632,475.1481523,2604.408632,478.9226596
2604.410193,475.1480676,2604.410193,478.9226783
2604.411757,475.1479826,2604.411757,478.922697
2604.413323,475.1478975,2604.413323,478.9227157
2604.414892,475.1478122,2604.414892,478.9227345
2604.416465,475.1477266,2604.416465,478.9227533
2604.418035,475.147641,2604.418035,478.922772
2604.419606,475.1475553,2604.419606,478.9227908
2604.421175,475.1474697,2604.421175,478.9228096
2604.422745,475.1473839,2604.422745,478.9228283
2604.424312,475.1472982,2604.424312,478.9228471
2604.425883,475.1472123,2604.425883,478.9228658
2604.427449,475.1471266,2604.427449,478.9228846
2604.429019,475.1470406,2604.429019,478.9229033
2604.430583,475.1469548,2604.430583,478.922922
2604.432151,475.1468687,2604.432151,478.9229408
2604.433717,475.1467827,2604.433717,478.9229595
2604.435285,475.1466965,2604.435285,478.9229782
2604.436851,475.1466103,2604.436851,478.922997
2604.438418,475.146524,2604.438418,478.9230157
2604.439987,475.1464376,2604.439987,478.9230345
2604.441555,475.1463511,2604.441555,478.9230532
2604.443118,475.1462649,2604.443118,478.9230719
2604.444689,475.1461781,2604.444689,478.9230907
2604.446252,475.1460918,2604.446252,478.9231093
2604.44782,475.1460051,2604.44782,478.9231281
2604.449384,475.1459186,2604.449384,478.9231468
2604.450951,475.1458319,2604.450951,478.9231655
2604.452511,475.1457455,2604.452511,478.9231842
2604.45408,475.1456585,2604.45408,478.9232029
2604.455646,475.1455717,2604.455646,478.9232217
2604.457214,475.1454848,2604.457214,478.9232404
2604.458782,475.1453978,2604.458782,478.9232591
2604.46035,475.1453108,2604.46035,478.9232779
2604.461915,475.1452239,2604.461915,478.9232966
2604.46348,475.1451369,2604.46348,478.9233153
2604.465045,475.1450499,2604.465045,478.923334
2604.466611,475.1449629,2604.466611,478.9233527
2604.468178,475.1448757,2604.468178,478.9233715
2604.469748,475.1447884,2604.469748,478.9233902
2604.471303,475.1447019,2604.471303,478.9234088
2604.472873,475.1446144,2604.472873,478.9234276
2604.474439,475.1445273,2604.474439,478.9234463
2604.476005,475.14444,2604.476005,478.923465
2604.477573,475.1443527,2604.477573,478.9234838
2604.47914,475.1442653,2604.47914,478.9235025
2604.480709,475.1441778,2604.480709,478.9235213
2604.482276,475.1440904,2604.482276,478.92354
2604.483843,475.144003,2604.483843,478.9235587
2604.485406,475.1439157,2604.485406,478.9235774
2604.486965,475.1438287,2604.486965,478.923596
2604.488527,475.1437415,2604.488527,478.9236147
2604.490083,475.1436546,2604.490083,478.9236333
2604.49164,475.1435677,2604.49164,478.9236519
2604.493194,475.1434808,2604.493194,478.9236705
2604.494748,475.143394,2604.494748,478.9236891
2604.496304,475.1433071,2604.496304,478.9237077
2604.497869,475.1432196,2604.497869,478.9237264
2604.499438,475.1431319,2604.499438,478.9237451
2604.500998,475.1430447,2604.500998,478.9237638
2604.502571,475.1429568,2604.502571,478.9237826
2604.504135,475.1428694,2604.504135,478.9238013
2604.505708,475.1427814,2604.505708,478.9238201
2604.507279,475.1426936,2604.507279,478.9238389
2604.508847,475.1426059,2604.508847,478.9238576
2604.510417,475.1425182,2604.510417,478.9238764
2604.511986,475.1424304,2604.511986,478.9238951
2604.513553,475.1423428,2604.513553,478.9239139
2604.515124,475.142255,2604.515124,478.9239326
2604.516688,475.1421675,2604.516688,478.9239514
2604.518258,475.1420797,2604.518258,478.9239701
2604.519819,475.1419924,2604.519819,478.9239888
2604.521389,475.1419046,2604.521389,478.9240075
2604.522955,475.141817,2604.522955,478.9240263
2604.524526,475.1417291,2604.524526,478.924045
2604.526085,475.141642,2604.526085,478.9240637
2604.527651,475.1415543,2604.527651,478.9240824
2604.529209,475.1414673,2604.529209,478.924101
2604.530778,475.1413795,2604.530778,478.9241198
2604.532345,475.1412919,2604.532345,478.9241385
2604.533913,475.1412042,2604.533913,478.9241573
2604.535478,475.1411168,2604.535478,478.924176
2604.537046,475.1410291,2604.537046,478.9241947
2604.53861,475.1409418,2604.53861,478.9242134
2604.540178,475.1408541,2604.540178,478.9242321
2604.541741,475.1407668,2604.541741,478.9242508
2604.54331,475.1406792,2604.54331,478.9242696
2604.544872,475.1405919,2604.544872,478.9242883
2604.546441,475.1405043,2604.546441,478.924307
2604.548001,475.1404172,2604.548001,478.9243257
2604.549562,475.1403302,2604.549562,478.9243443
2604.551121,475.1402432,2604.551121,478.924363
2604.552681,475.1401561,2604.552681,478.9243816
2604.554247,475.1400688,2604.554247,478.9244003
2604.555807,475.1399818,2604.555807,478.924419
2604.557374,475.1398945,2604.557374,478.9244377
2604.558935,475.1398075,2604.558935,478.9244564
2604.560496,475.1397205,2604.560496,478.924475
